;id;ZL;Artikel;FarbNr;Farbe;GrNr;Groesse;Lagerplatz;Bez;Erfasser;Zählmenge;ItemNo;ArtikelID;StorageID;Total_Value;Counted
4039;45651;F-6;0812;064;karbongrau;008;2XL;F-6-16-A-5;HAKRO Pocket-Poloshirt Mikralinar®;Team15;30+20+10+6;0812064008;1ebb5476-0e51-4e35-87dc-e586e677d3ba;5ffbf8e2-605b-46e1-aeff-80dff7368d94;66;1
4040;45652;F-6;0812;064;karbongrau;009;3XL;F-6-17-A-5;HAKRO Pocket-Poloshirt Mikralinar®;Team15;20+12;0812064009;abb11a5a-e050-4ab2-98ef-39351d7f6100;4268a432-b8da-481f-bfab-1596b2f3d730;32;1
4041;45653;F-6;0812;064;karbongrau;010;4XL;F-6-17-A-2;HAKRO Pocket-Poloshirt Mikralinar®;Team15;25+20+8;0812064010;7aa2ba38-1ffe-4b9a-a0d1-a7a4458258f6;2d3cf0cd-f513-4bbf-8a57-20f0548d63bb;53;1
4042;45654;F-6;0812;064;karbongrau;011;5XL;F-6-17-A-3;HAKRO Pocket-Poloshirt Mikralinar®;Team15;25+20+8;0812064011;d1f82c11-7ffc-4432-bb5c-30daa1776a97;aef3a627-b633-4129-bbd3-95ac871664d9;53;1
4043;45655;F-6;0812;064;karbongrau;012;6XL;F-6-17-A-4;HAKRO Pocket-Poloshirt Mikralinar®;Team15;25+20+6;0812064012;ecd166bc-be0a-4ebb-8d94-615be61a9311;c139eb5a-bedd-456d-8e2c-cf74fa94e84c;51;1
4044;45656;F-6;0801;002;rot;003;XS;F-6-20-A-1;HAKRO Poloshirt Pima-Cotton;Team15;20+12;0801002003;14bf2a03-9629-4c3a-a3f1-354960535f5f;bbb74b20-5bf1-4fda-be04-14666108f2e6;32;1
4045;45657;F-6;0801;002;rot;004;S;F-6-21-A-1;HAKRO Poloshirt Pima-Cotton;Team15;45+4+8;0801002004;fd68b753-cce7-4c7c-8223-b297f7c17fcf;8872b820-d3b0-4bb0-953f-9b7874c96482;57;1
4046;45658;F-6;0801;002;rot;005;M;F-6-20-A-2;HAKRO Poloshirt Pima-Cotton;Team15;30+6;0801002005;7cd24581-814f-46ff-987d-fdc716af8e2a;24c16167-8e68-4195-84cf-7a2ab41a4552;36;1
4047;45659;F-6;0801;002;rot;006;L;F-6-20-A-3;HAKRO Poloshirt Pima-Cotton;Team15;50+5+30;0801002006;50ef4e70-9bce-42a7-9094-20f6a852f6ce;c9f44720-c3ec-48ab-bb02-ee5205118eb8;85;1
4048;45660;F-6;0801;002;rot;007;XL;F-6-20-A-4;HAKRO Poloshirt Pima-Cotton;Team15;37+9;0801002007;d56df787-0d76-40c9-9f58-249074c3f6e6;eb91b82f-1093-45be-a700-a2794dd52375;46;1
4049;45661;F-6;0801;002;rot;008;2XL;F-6-20-A-5;HAKRO Poloshirt Pima-Cotton;Team15;35+7;0801002008;ff49b35a-a36b-4d20-8d08-ee98323f0b80;c7ec0a8c-130e-4493-83b8-d92bf31d203e;42;1
4050;45662;F-6;0801;002;rot;009;3XL;F-6-21-A-5;HAKRO Poloshirt Pima-Cotton;Team15;13;0801002009;8b381578-09ed-4ee5-9cdd-762581507b98;c5a344ff-8e33-43c1-88f2-1cc5fa01c7f5;13;1
4051;45663;F-6;0475;080;khaki;003;XS;F-6-23-A-1;HAKRO Sweatshirt Mikralinar®;Team15;20+15+3;0475080003;ad55449e-5f0b-471d-beaa-d37226d5ddbe;9ce3d01c-64bd-4711-8c3f-342d5fb3b37d;38;1
4052;45664;F-6;0475;080;khaki;004;S;F-6-24-A-1;HAKRO Sweatshirt Mikralinar®;Team15;1;0475080004;68f6adcf-226c-4b40-9abb-4984507ba751;3d53d2a8-75b3-402d-8afa-9a3a68756a4f;1;1
4053;45665;F-6;0475;080;khaki;005;M;F-6-23-A-2;HAKRO Sweatshirt Mikralinar®;Team15;6;0475080005;f5586b4f-970b-4cc2-be06-9106c0e12c39;7ad7b3f9-cfb1-410b-b932-51366fb84a9f;6;1
4054;45666;F-6;0475;080;khaki;006;L;F-6-23-A-3;HAKRO Sweatshirt Mikralinar®;Team15;30+6;0475080006;a2f199fa-1f0e-47fa-be7f-41ff13cf9d0e;32f82df3-a5a6-4400-af76-2be037f4a44d;36;1
4055;45667;F-6;0475;080;khaki;007;XL;F-6-23-A-4;HAKRO Sweatshirt Mikralinar®;Team15;21;0475080007;6ec38418-7049-46fe-b160-2d44ee8b8e07;ea388c38-0de7-4845-a0cb-fbe7023737e1;21;1
4056;45668;F-6;0475;080;khaki;008;2XL;F-6-23-A-5;HAKRO Sweatshirt Mikralinar®;Team15;15+9;0475080008;c85b5bef-e480-4b0f-98ac-9bc98717fee8;4a3a028d-97fb-4977-9308-d2abe3eaf1bb;24;1
4057;45669;F-6;0475;080;khaki;009;3XL;F-6-24-A-5;HAKRO Sweatshirt Mikralinar®;Team15;5+5;0475080009;fae37e7b-4c74-490d-a318-c9cee64dbf81;acea9436-9434-4589-aae3-6e902aaa45d1;10;1
4058;45670;F-6;0475;080;khaki;010;4XL;F-6-24-A-2;HAKRO Sweatshirt Mikralinar®;Team15;15+15+6;0475080010;f36168aa-d5c2-4ad4-82a7-7baefbe7255c;c780ea5a-4c96-4370-9d8a-1982fb7727ce;36;1
4059;45671;F-6;0475;080;khaki;011;5XL;F-6-24-A-3;HAKRO Sweatshirt Mikralinar®;Team15;22;0475080011;6070f3b5-cbbe-45d0-b84f-3501a0808f71;c6123564-c1b6-4489-8d5c-b1bc085625d4;22;1
4060;45672;F-6;0475;080;khaki;012;6XL;F-6-24-A-4;HAKRO Sweatshirt Mikralinar®;Team15;25+8;0475080012;9401dbd7-5500-4d07-aa0a-9c90335a7c17;5793dc48-c31c-452e-be90-4dac8ce2b7d4;33;1
4061;45673;F-6;0475;010;royal;003;XS;F-6-25-A-1;HAKRO Sweatshirt Mikralinar®;Team15;20+20+1;0475010003;0b2d1a07-0f0d-40e6-b370-714a440b0198;798d8d77-529c-4567-b712-94ec4e6ce279;41;1
4062;45674;F-6;0475;010;royal;004;S;F-6-26-A-1;HAKRO Sweatshirt Mikralinar®;Team15;30+15+7;0475010004;1661e6fe-6c93-45df-ac36-2175d30d7196;ebe8eb03-0838-4539-9653-963a23a276ea;52;1
4063;45675;F-6;0475;010;royal;005;M;F-6-25-A-2;HAKRO Sweatshirt Mikralinar®;Team15;17;0475010005;e1bfc3d5-a73a-4413-8f26-adb8e30eaf00;29c8820e-c709-4d92-8afd-add05c2b57df;17;1
4064;45676;F-6;0475;010;royal;006;L;F-6-25-A-3;HAKRO Sweatshirt Mikralinar®;Team15;30+20;0475010006;9c35cc5f-4568-4acf-a0d3-734f11161934;c94e66ee-a27b-43fd-97c9-7cdaf5e4cccd;50;1
4065;45677;F-6;0475;010;royal;007;XL;F-6-25-A-4;HAKRO Sweatshirt Mikralinar®;Team15;30+20+11;0475010007;413a80bc-7be6-43dd-996f-20429d7d9e31;00def838-aafb-4de3-8b0c-2aa7ddc8af11;61;1
4066;45678;F-6;0475;010;royal;008;2XL;F-6-25-A-5;HAKRO Sweatshirt Mikralinar®;Team15;10+4;0475010008;177fe98e-47e4-4935-8d6e-449cfee5e5c7;8e4dbf11-fc1b-4fcd-8687-67ad68655c57;14;1
4067;45679;F-6;0475;010;royal;009;3XL;F-6-27-A-5;HAKRO Sweatshirt Mikralinar®;Team15;20+10;0475010009;847555dd-dc48-4654-9f3b-a74521636538;ed5227ce-8ddc-458a-939b-8a299553a695;30;1
4068;45680;F-6;0475;010;royal;010;4XL;F-6-27-A-2;HAKRO Sweatshirt Mikralinar®;Team04;18;0475010010;8a4b8c52-f783-48ee-bc0a-1c5a0e0a151b;70322f09-1413-4618-87ab-0edef38c2fc5;18;1
4069;45681;F-6;0475;010;royal;011;5XL;F-6-27-A-3;HAKRO Sweatshirt Mikralinar®;Team15;2;0475010011;536afbcc-e8ed-409d-b66f-d22343bda523;5c360a42-ecc0-4ba9-97bf-54b9e0aec08b;2;1
4070;45682;F-6;0475;010;royal;012;6XL;F-6-27-A-4;HAKRO Sweatshirt Mikralinar®;Team15;10;0475010012;c7e42aa8-370a-426a-b821-574c29cd8504;6dcdc026-900e-469c-90a9-64a52a384070;10;1
4071;45683;F-6;0475;328;anthr.-melange;003;XS;F-6-28-A-1;HAKRO Sweatshirt Mikralinar®;Team15;25+15;0475328003;82de6ffd-1ba8-45b6-956e-cedca888860c;a8657643-a419-49d7-b4e7-123dddcf482b;40;1
4072;45684;F-6;0475;328;anthr.-melange;004;S;F-6-29-A-1;HAKRO Sweatshirt Mikralinar®;Team15;30+25;0475328004;2475b672-af47-410f-824c-6571ec4319ad;bc9a0a46-a9b5-4a85-876c-ff54821df8f6;55;1
4073;45685;F-6;0475;328;anthr.-melange;005;M;F-6-28-A-2;HAKRO Sweatshirt Mikralinar®;Team15;30+24;0475328005;a0589ca2-97f9-4b74-b32d-61e9450a5b16;77b06816-9758-40de-b2db-62d20334621e;54;1
4074;45686;F-6;0475;328;anthr.-melange;006;L;F-6-28-A-3;HAKRO Sweatshirt Mikralinar®;Team15;30+15+4;0475328006;9aa3c531-de9c-4c4c-8003-9994c8499477;1fd61549-a8d6-403f-b445-09ea32bca149;49;1
4075;45687;F-6;0475;328;anthr.-melange;007;XL;F-6-28-A-4;HAKRO Sweatshirt Mikralinar®;Team15;30+25+4;0475328007;d03e8bbd-3341-48c1-b0c0-2c9631764edb;c44b0659-8ec9-4d22-8c4f-7c737c451b22;59;1
4076;45688;F-6;0475;328;anthr.-melange;008;2XL;F-6-28-A-5;HAKRO Sweatshirt Mikralinar®;Team15;20+20+12;0475328008;e487300d-7ca6-4397-8f30-79fc60134e71;eb7b982a-efbf-424a-8e3e-5e87ed2689ac;52;1
4077;45689;F-6;0475;328;anthr.-melange;009;3XL;F-6-30-A-5;HAKRO Sweatshirt Mikralinar®;Team15;15+8;0475328009;2a283c0d-1509-42b7-af48-4b7eab4a65ed;48eae043-f1f1-4366-8284-fe98d0da2543;23;1
4078;45690;F-6;0475;328;anthr.-melange;010;4XL;F-6-30-A-2;HAKRO Sweatshirt Mikralinar®;Team15;6;0475328010;693b5c8c-665b-4199-b0d9-cf17cd854f25;cda4e8c6-b9f5-46fd-9746-8e6ccf99078c;6;1
4079;45691;F-6;0475;328;anthr.-melange;011;5XL;F-6-30-A-3;HAKRO Sweatshirt Mikralinar®;Team15;10+10;0475328011;9140fe26-662a-4703-9f5f-83cdff576522;5a5092d2-5827-4f80-be5b-7b51625e2c08;20;1
4080;45692;F-6;0475;328;anthr.-melange;012;6XL;F-6-30-A-4;HAKRO Sweatshirt Mikralinar®;Team15;12;0475328012;ca0db77f-edb8-4be0-a5d5-9eda02601ff6;82dc46f1-b72a-4bd7-9d58-26b0c59a1381;12;1
4081;45693;F-6;0475;027;orange;003;XS;F-6-31-A-1;HAKRO Sweatshirt Mikralinar®;Team15;26;0475027003;24617dc1-9bcb-4e0d-8ef6-c2015c59b23b;5dc7efcb-1cdb-41a4-b327-0d1a5acb6cad;26;1
4082;45694;F-6;0475;027;orange;004;S;F-6-32-A-1;HAKRO Sweatshirt Mikralinar®;Team15;5;0475027004;3a564cf3-98af-47d8-800e-9b52b4d004f2;bf19ac02-9633-4fff-972a-e07549f0d3ce;5;1
4083;45695;F-6;0475;027;orange;005;M;F-6-31-A-2;HAKRO Sweatshirt Mikralinar®;Team15;7;0475027005;2fd88535-949c-4c45-82b8-79646cd63d21;963650c7-aa3f-4ec8-b7b9-37f30dba9251;7;1
4084;45696;F-6;0475;027;orange;006;L;F-6-31-A-3;HAKRO Sweatshirt Mikralinar®;Team15;6;0475027006;7d0c6d57-8fcb-4fff-8a59-76c1094479b4;ebf4e3ad-5e42-4e0e-b100-fbcadad941a3;6;1
4085;45697;F-6;0475;027;orange;007;XL;F-6-31-A-4;HAKRO Sweatshirt Mikralinar®;Team15;8;0475027007;1facaa20-ba28-4207-827b-31d9cb93831e;aca9c178-9c39-42af-8a56-89e2235a454e;8;1
4086;45698;F-6;0475;027;orange;008;2XL;F-6-31-A-5;HAKRO Sweatshirt Mikralinar®;Team15;16;0475027008;0962e81d-fc80-4b3d-9488-f0bc057c0a1c;a5d3699b-de11-4f10-b4b0-36121da88a05;16;1
4087;45699;F-6;0475;027;orange;009;3XL;F-6-33-A-5;HAKRO Sweatshirt Mikralinar®;Team15;14;0475027009;94089db5-6daa-4196-844c-6934469a30a4;7f27261c-2f90-44fc-97b1-ec0793fad1c3;14;1
4088;45700;F-6;0475;027;orange;010;4XL;F-6-33-A-2;HAKRO Sweatshirt Mikralinar®;Team15;17;0475027010;89e6a882-8ad0-4f64-a2f8-9829d6398fec;f805347d-02e8-4157-877e-b66db1d9ff5b;17;1
4089;45701;F-6;0475;027;orange;011;5XL;F-6-33-A-3;HAKRO Sweatshirt Mikralinar®;Team15;3;0475027011;6f47bca9-ded5-4786-90a8-33f748ab2fdc;f6043b30-2c95-421b-9901-7874ad896782;3;1
4090;45702;F-6;0475;027;orange;012;6XL;F-6-33-A-4;HAKRO Sweatshirt Mikralinar®;Team15;22;0475027012;85a5654e-c12e-4c10-8a5a-e653c85ffd7b;a691a507-136c-4a62-9bdd-8d2a76b42eeb;22;1
4091;45703;F-6;0475;017;weinrot;003;XS;F-6-34-A-1;HAKRO Sweatshirt Mikralinar®;Team15;17;0475017003;b8ecc181-51f2-4b5d-a13c-4e22eda54d9a;64ffa76c-f9d7-48e7-bcb7-7edb928aad38;17;1
4092;45704;F-6;0475;017;weinrot;004;S;F-6-35-A-1;HAKRO Sweatshirt Mikralinar®;Team15;30+12;0475017004;63dfc9c6-87ec-4571-b11f-f0474a13a860;64698145-de9a-4312-a9b0-280572770963;42;1
4093;45705;F-6;0475;017;weinrot;005;M;F-6-34-A-2;HAKRO Sweatshirt Mikralinar®;Team15;30+14;0475017005;9afe58c0-1339-4967-ab59-3c1e4c55d6ea;ac3b7d3f-a42f-4e88-adb6-395ecd53c1ed;44;1
4094;45706;F-6;0475;017;weinrot;006;L;F-6-34-A-3;HAKRO Sweatshirt Mikralinar®;Team15;30+9;0475017006;a52d4ed5-83ee-4c4d-81d4-68f38e9c76ff;fafe18b3-8382-4bb2-aec8-4673fdaa00f8;39;1
4095;45707;F-6;0475;017;weinrot;007;XL;F-6-34-A-4;HAKRO Sweatshirt Mikralinar®;Team15;30+22;0475017007;5bbcec02-7f92-4231-8207-5ab29d72a8c2;6b2795eb-8388-4700-a96b-c1f7ca385a00;52;1
4096;45708;F-6;0475;017;weinrot;008;2XL;F-6-34-A-5;HAKRO Sweatshirt Mikralinar®;Team15;20+11;0475017008;4ea8c304-1f51-4539-ad51-dc22c2fa94fe;4533e43b-d8ce-4dae-814f-d0ac8be90243;31;1
4097;45709;F-6;0475;017;weinrot;009;3XL;F-6-36-A-5;HAKRO Sweatshirt Mikralinar®;Team15;16;0475017009;7746b240-a278-4c99-bd1c-8a2edc8b76cb;8bea32fc-acfe-41a6-8a73-6436fd43b38e;16;1
4098;45710;F-6;0475;017;weinrot;010;4XL;F-6-36-A-2;HAKRO Sweatshirt Mikralinar®;Team15;25;0475017010;252bc3b0-c903-4b1a-b89b-32afae2bca07;6bd8eac0-b295-41fb-8b57-349b4a9b0497;25;1
4099;45711;F-6;0475;017;weinrot;011;5XL;F-6-36-A-3;HAKRO Sweatshirt Mikralinar®;Team15;17;0475017011;8f9108dd-c893-4092-89bf-b14909293b8f;a845a936-8e34-41af-8b2a-1d7f2d697546;17;1
4100;45712;F-6;0475;017;weinrot;012;6XL;F-6-36-A-4;HAKRO Sweatshirt Mikralinar®;Team15;11;0475017012;22389cc2-f362-437f-9a5f-7262a8961b9a;52f1e059-9f3a-45a3-beba-3d08a0f9ea7b;11;1
4101;45713;F-6;0475;128;nougat;003;XS;F-6-37-A-1;HAKRO Sweatshirt Mikralinar®;Team15;24;0475128003;922a8f2b-416a-453f-a9b7-4c981b8bd384;a7c41313-2270-435f-a3ba-5e19d9b5ad41;24;1
4102;45714;F-6;0475;128;nougat;004;S;F-6-38-A-1;HAKRO Sweatshirt Mikralinar®;Team15;25+30+11;0475128004;b5aeda4a-90f8-4f4f-9f35-137ec38a70ad;9068c2a1-335b-4f91-a268-7a6c8a018dfa;66;1
4103;45715;F-6;0475;128;nougat;005;M;F-6-37-A-2;HAKRO Sweatshirt Mikralinar®;Team15;30+16;0475128005;24c87c94-7613-48d8-a000-d82b430d7a93;423a3377-3839-4e43-8751-cf7aa549ea0e;46;1
4104;45716;F-6;0475;128;nougat;006;L;F-6-37-A-3;HAKRO Sweatshirt Mikralinar®;Team15;30+21;0475128006;d12278e1-f386-4c36-b23c-1bc5939bb5bd;8667f513-2fca-40eb-865a-df56b01212c4;51;1
4105;45717;F-6;0475;128;nougat;007;XL;F-6-37-A-4;HAKRO Sweatshirt Mikralinar®;Team15;30+4+10;0475128007;da95074b-b340-4bdd-b016-d9485a2046e3;9a819c1b-7627-4e3f-b38b-fbf11ce99fa9;44;1
4106;45718;F-6;0475;128;nougat;008;2XL;F-6-37-A-5;HAKRO Sweatshirt Mikralinar®;Team15;20+11;0475128008;cb7bf813-e2d4-434f-8ad9-6854fc574d2f;4f28713a-9f7d-4a25-9601-6ee953d1434c;31;1
4107;45719;F-6;0475;128;nougat;009;3XL;F-6-39-A-5;HAKRO Sweatshirt Mikralinar®;Team15;22;0475128009;23f2b376-d848-4431-9a52-33f00461b3f2;3f2e5faf-5db8-4c7f-907a-52bb750d5334;22;1
4108;45720;F-6;0475;128;nougat;010;4XL;F-6-39-A-2;HAKRO Sweatshirt Mikralinar®;Team15;9;0475128010;323a243f-00db-4a59-af58-0bb06e8447c7;64dcd9a7-7354-4d6d-b111-12c5173c3458;9;1
4109;45721;F-6;0475;128;nougat;011;5XL;F-6-39-A-3;HAKRO Sweatshirt Mikralinar®;Team15;5+4;0475128011;6a33bc28-18b1-4d7e-8919-6ed35d8f6089;c81611fa-fe75-44b0-9169-307654f7f74f;9;1
4110;45722;F-6;0475;128;nougat;012;6XL;F-6-39-A-4;HAKRO Sweatshirt Mikralinar®;Team15;18;0475128012;b2967a8f-d6cc-4f05-a48b-a9d28c793dfe;e96bf7f1-eec1-4932-a5f8-99fe83668775;18;1
4111;45723;F-6;0475;129;ultramarinblau;003;XS;F-6-40-A-1;HAKRO Sweatshirt Mikralinar®;Team15;18;0475129003;1196090f-3722-4898-aef1-8dfeac409366;f3e9e278-5451-4c9b-af42-d50f23f142e4;18;1
4112;45724;F-6;0475;129;ultramarinblau;004;S;F-6-41-A-1;HAKRO Sweatshirt Mikralinar®;Team15;30+21;0475129004;871133a4-9245-4872-b541-a467a8ae152f;a0465172-b29d-4d22-bfc7-f5ce37f9b022;51;1
4113;45725;F-6;0475;129;ultramarinblau;005;M;F-6-40-A-2;HAKRO Sweatshirt Mikralinar®;Team15;30+28;0475129005;0e3c160b-a989-473c-ba8e-05492978aa5f;3e5c6697-22f4-4d83-853d-1821af8633c7;58;1
4114;45726;F-6;0475;129;ultramarinblau;006;L;F-6-40-A-3;HAKRO Sweatshirt Mikralinar®;Team15;30+38;0475129006;4ba66085-9c59-4434-b849-7d1e1b3e840b;f4eab7d2-0172-42af-aeb4-c0852eafde01;68;1
4115;45727;F-6;0475;129;ultramarinblau;007;XL;F-6-40-A-4;HAKRO Sweatshirt Mikralinar®;Team15;30+21;0475129007;56b91e1f-564d-4aee-a9e5-f2dbd0304165;4a6a6e99-295e-4f83-a0e0-e29125a93c45;51;1
4116;45728;F-6;0475;129;ultramarinblau;008;2XL;F-6-40-A-5;HAKRO Sweatshirt Mikralinar®;Team15;20+14;0475129008;f90c76a0-9bf5-4a87-b2d4-7f34401b37d1;2b0c9591-7796-4a6a-bef5-2a6f895c8000;34;1
4117;45729;F-6;0475;129;ultramarinblau;009;3XL;F-6-42-A-5;HAKRO Sweatshirt Mikralinar®;Team15;17;0475129009;bda4f2af-599c-4c13-af75-6d98977d6018;1cf55cfe-74e1-4297-b23b-e7c2b3382826;17;1
4118;45730;F-6;0475;129;ultramarinblau;010;4XL;F-6-42-A-2;HAKRO Sweatshirt Mikralinar®;Team15;15+4;0475129010;ebec0070-35b2-49ba-a494-ae188a1cff98;20d80629-1154-441c-b7d5-af16a4f7bd27;19;1
4119;45731;F-6;0475;129;ultramarinblau;011;5XL;F-6-42-A-3;HAKRO Sweatshirt Mikralinar®;Team15;14;0475129011;3bb1e361-fad0-432e-aed5-9e75865a5d27;8ae33ccb-242e-4b52-acfd-8c10bc1037a2;14;1
4120;45732;F-6;0475;129;ultramarinblau;012;6XL;F-6-42-A-4;HAKRO Sweatshirt Mikralinar®;Team15;21;0475129012;1f545a86-610c-4ea4-abc0-7090090a0ed3;823ded03-80aa-44d1-a320-594760796874;21;1
4121;45733;F-6;0812;034;tinte;003;XS;F-6-03-B-1;HAKRO Pocket-Poloshirt Mikralinar®;Team15;62;0812034003;7c00fd14-d8db-433e-8285-502dc81bc1a3;996e4e9a-ecde-496a-951b-8cb92a3f00ea;62;1
4122;45734;F-6;0812;034;tinte;004;S;F-6-02-B-1;HAKRO Pocket-Poloshirt Mikralinar®;Team15;60+39;0812034004;be81547c-af73-492d-ac19-f70d939aa5d1;64a891a1-ca83-40ab-9b89-0acc63562c24;99;1
4123;45735;F-6;0812;034;tinte;005;M;F-6-03-B-2;HAKRO Pocket-Poloshirt Mikralinar®;Team15;60+23;0812034005;5d490902-6d1b-46a7-a6c8-fee164412227;4a18e661-7cb2-4495-a2ef-96146d0df88a;83;1
4124;45736;F-6;0812;034;tinte;006;L;F-6-03-B-3;HAKRO Pocket-Poloshirt Mikralinar®;Team15;60+37;0812034006;a9081ccd-be73-4036-a5ff-e2b18a2f97c7;43636572-60fa-47f9-ada3-266f4247ca33;97;1
4125;45737;F-6;0812;034;tinte;007;XL;F-6-03-B-4;HAKRO Pocket-Poloshirt Mikralinar®;Team15;40+37;0812034007;50bbf728-a648-48dd-bd49-a772f0dcc31f;7dbb2098-f6a4-41da-b527-31905a7f756b;77;1
4126;45738;F-6;0812;034;tinte;008;2XL;F-6-03-B-5;HAKRO Pocket-Poloshirt Mikralinar®;Team15;71;0812034008;d2b56a07-302a-418e-be4c-0f7cd43445af;2606aef7-a2a6-4c09-80d7-783d3d3738b9;71;1
4127;45739;F-6;0812;034;tinte;009;3XL;F-6-01-B-5;HAKRO Pocket-Poloshirt Mikralinar®;Team15;54;0812034009;c7d127d1-009f-43eb-89fd-8ef62a23d0e3;e5b6854f-4682-4fac-b395-64cda79310fb;54;1
4128;45740;F-6;0812;034;tinte;010;4XL;F-6-01-B-2;HAKRO Pocket-Poloshirt Mikralinar®;Team15;45+5;0812034010;851d4dcf-2cd2-4090-a080-ee42f0912f56;1ebd8ba4-cdc2-4e29-9e2a-6ce05054ca45;50;1
4129;45741;F-6;0812;034;tinte;011;5XL;F-6-01-B-3;HAKRO Pocket-Poloshirt Mikralinar®;Team15;23;0812034011;518d210a-8c6d-475b-bc92-e1adad366dfe;ac8e51f6-ae75-49a5-90c4-662bf7dfcf71;23;1
4130;45742;F-6;0812;034;tinte;012;6XL;F-6-01-B-4;HAKRO Pocket-Poloshirt Mikralinar®;Team15;55+4;0812034012;bfe5f05c-3dec-4309-ba88-1c95209f5553;686f2ce8-5ce6-4f42-88dc-cc8c1699d828;59;1
4131;45743;F-6;0812;001;weiß;003;XS;F-6-06-B-1;HAKRO Pocket-Poloshirt Mikralinar®;Team15;55+8;0812001003;b742ba27-cc46-4670-928b-c6390dd664b0;dafa546f-ac17-4b46-9eef-4b5479704a99;63;1
4132;45744;F-6;0812;001;weiß;004;S;F-6-05-B-1;HAKRO Pocket-Poloshirt Mikralinar®;Team15;105;0812001004;b006ae8a-305f-422d-bc9e-cc8bf4edda4f;24cedf1a-1fa3-46a9-989e-22d1f21d8c50;105;1
4133;45745;F-6;0812;001;weiß;005;M;F-6-06-B-2;HAKRO Pocket-Poloshirt Mikralinar®;Team15;60+50+8;0812001005;3a619084-7ddb-4878-a822-eade22993449;099fb574-587e-486b-ad4d-8897c0bb6174;118;1
4134;45746;F-6;0812;001;weiß;006;L;F-6-06-B-3;HAKRO Pocket-Poloshirt Mikralinar®;Team15;90+13;0812001006;e0b94e02-acf9-41e8-b5f7-c9a69ee876ca;3f3b11d4-4785-4c87-9eb8-8479d7519270;103;1
4135;45747;F-6;0812;001;weiß;007;XL;F-6-06-B-4;HAKRO Pocket-Poloshirt Mikralinar®;Team15;40+17;0812001007;35d9c74a-4abf-4ae8-a964-b099857068b0;33b982ca-a2dd-474f-9b54-cb8996a5d930;57;1
4136;45748;F-6;0812;001;weiß;008;2XL;F-6-06-B-5;HAKRO Pocket-Poloshirt Mikralinar®;Team15;40+52;0812001008;f89e155f-e3d6-42f9-b5ee-14d0535d05f1;50409b0c-99fd-4a57-8df6-f8795f2c09dd;92;1
4137;45749;F-6;0812;001;weiß;009;3XL;F-6-04-B-5;HAKRO Pocket-Poloshirt Mikralinar®;Team15;46;0812001009;7e3dbff0-b1fe-421f-9686-ae29a7bdfa63;9981107a-cee5-4438-8563-131c4afd385a;46;1
4138;45750;F-6;0812;001;weiß;010;4XL;F-6-04-B-2;HAKRO Pocket-Poloshirt Mikralinar®;Team15;55+2;0812001010;38c18eea-20c1-426c-a542-9ee149a7b294;deb214b1-4789-4979-82f0-9e9cac7a2c52;57;1
4139;45751;F-6;0812;001;weiß;011;5XL;F-6-04-B-3;HAKRO Pocket-Poloshirt Mikralinar®;Team15;28;0812001011;aae7da21-171c-4218-9e7e-9b404dde7578;026a5386-2289-4a18-bc68-ce20f2e1ff11;28;1
4140;45752;F-6;0812;001;weiß;012;6XL;F-6-04-B-4;HAKRO Pocket-Poloshirt Mikralinar®;Team15;60+6;0812001012;49631e65-6683-47b1-a653-136c0e9927f6;f3e1afe9-3865-4839-ab7c-dd5c59647aac;66;1
4141;45753;F-6;0812;043;titan;003;XS;F-6-09-B-1;HAKRO Pocket-Poloshirt Mikralinar®;Team15;48;0812043003;a38e6294-eead-437b-9d85-44e29b6145e0;5a8b6626-ef6f-4497-9662-20457f29d383;48;1
4142;45754;F-6;0812;043;titan;004;S;F-6-08-B-1;HAKRO Pocket-Poloshirt Mikralinar®;Team15;60+45;0812043004;24c87cdb-0ed5-4344-940d-5bf8e4e85840;b21f4d54-437b-4237-b002-ddccc284143f;105;1
4143;45755;F-6;0812;043;titan;005;M;F-6-09-B-2;HAKRO Pocket-Poloshirt Mikralinar®;Team15;60+56;0812043005;468e5d5c-99cc-47e8-bd44-7f96a4138e2f;c3fa5f05-dfed-4ee5-94be-39f164fddb34;116;1
4144;45756;F-6;0812;043;titan;006;L;F-6-09-B-3;HAKRO Pocket-Poloshirt Mikralinar®;Team15;60+61;0812043006;c6e0dc69-1c7c-41a7-be26-4053973d9baf;85d6dba3-6cd8-4971-a647-5d30281ce568;121;1
4145;45757;F-6;0812;043;titan;007;XL;F-6-09-B-4;HAKRO Pocket-Poloshirt Mikralinar®;Team15;40+51;0812043007;1af7a294-2fee-4b28-adaa-efc2b7274c90;ef64b2d6-ea5a-4a5d-9fed-2ed6d8391cdb;91;1
4146;45758;F-6;0812;043;titan;008;2XL;F-6-09-B-5;HAKRO Pocket-Poloshirt Mikralinar®;Team15;35+2;0812043008;5f64126c-5629-460a-a13a-dc368bec4bc1;bac95b95-a42a-4e1f-b1d7-27f189456dea;37;1
4147;45759;F-6;0812;043;titan;009;3XL;F-6-07-B-5;HAKRO Pocket-Poloshirt Mikralinar®;Team15;56;0812043009;81885e51-f726-41d5-a4d8-b1ad2fdde807;4f11572b-9a8d-44bf-b7bc-11a4715a42a3;56;1
